ID;Especialidad;Marca;Pais_Origen;Variedad_tipo_cafe;Nombre_producto;Description;Fuente_puntuacion;Puntuacion_oficial;Notas_cata;Formato_cafe;Cafeina;Tueste;Proceso;Ratio_recomendado;Molienda_recomendada;Aroma;Sabor;Retrogusto;Acidez;Cuerpo;Uniformidad;Dulzura;Total_puntuacion;cod_barras;url_image;url_producto
HOLA-colombia-cold-washed;Arábica;Hola Coffee;Colombia;;Colombia - Cold Washed;Colombia - Cold Washed (Hola Coffee) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;brillante, equilibrio, taza limpia, panela, definido;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/COLD-WASHED-250_86876a1b-10d4-44b9-8270-75bb1726b004.jpg?crop=center&height=300&v=1766065800&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-cold-washed
HOLA-guatemala-primavera-family;Arábica;Hola Coffee;Guatemala;;Guatemala - Primavera Family;Guatemala - Primavera Family (Hola Coffee) trae un perfil que recuerda a toffee y cacao. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto.;;;definido, brillante, toffee, dulzor, equilibrio;grano;si;medio;Lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/PRIMAVERA-250.jpg?crop=center&height=300&v=1732549257&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/guatemala-primavera-family
HOLA-colombia-la-rosi-mango;Arábica;Hola Coffee;Colombia;;Colombia - La Rosi Mango;Colombia - La Rosi Mango (Hola Coffee) trae un perfil que recuerda a equilibrio dulce y limpio. y mantiene un carácter luminoso y aromático, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad.;;;floral, manzana, cacao, cítrico, fruta tropical;grano;si;ligero;Lavado;;media;10;8;10;10;6;10;8;62;;https://hola.coffee/cdn/shop/files/rosi-mango-1_bad085dc-bac5-40f5-9c01-c9a059ef6a01.jpg?crop=center&height=300&v=1766064877&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-la-rosi-mango
HOLA-guatemala-wiwitz;Arábica;Hola Coffee;Guatemala;;Guatemala - Wiwitz;Guatemala - Wiwitz (Hola Coffee) trae un perfil que recuerda a chocolate y especias suaves. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un café que despierta sin gritar: energía con buen gusto.;;;cacao, frutos secos, toffee, dulzor, naranja;grano;si;medio;Lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/wiwitz.jpg?crop=center&height=300&v=1760527046&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/guatemala-wiwitz
HOLA-guatemala-la-nueva-montana;Arábica;Hola Coffee;Guatemala;;Guatemala - La Nueva Montaña;Guatemala - La Nueva Montaña (Hola Coffee) trae un perfil que recuerda a toffee y cacao. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto.;;;toffee, equilibrio, cuerpo, dulzor, especias dulces;grano;si;medio;Natural;;media;10;8;8;8;10;6;10;60;;https://hola.coffee/cdn/shop/files/nuevamontana-250g_37e31baa-93e0-4a94-96db-0a6d2bab02fe.jpg?crop=center&height=300&v=1757415159&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/guatemala-la-nueva-montana
HOLA-costa-rica-aprocetu;Arábica;Hola Coffee;Costa Rica;;Costa Rica - Aprocetu;Costa Rica - Aprocetu (Hola Coffee) trae un perfil que recuerda a taza muy limpia y aromática. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto.;;;floral, dulzor, taza limpia, fruta de hueso, definido;grano;si;medio;Lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/aprocetu-250g.jpg?crop=center&height=300&v=1759143744&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/costa-rica-aprocetu
HOLA-kenia-kirinyaga-aa;Arábica;Hola Coffee;Kenia;;Kenia - Kirinyaga AA;Kenia - Kirinyaga AA (Hola Coffee) trae un perfil que recuerda a acidez chispeante y fruta negra. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;taza limpia, dulzor, frutos rojos, brillante, vino;grano;si;medio;Lavado;;media;10;8;10;10;8;10;8;64;;https://hola.coffee/cdn/shop/files/kenia-kirinyagav2.jpg?crop=center&height=300&v=1757690480&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/kenia-kirinyaga-aa
HOLA-colombia-san-gabriel;Arábica;Hola Coffee;Colombia;Bourbon;Colombia - San Gabriel Bourbon Sidra;Colombia - San Gabriel Bourbon Sidra (Hola Coffee) trae un perfil que recuerda a equilibrio dulce y limpio. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Dulzor clásico y redondo, muy fácil de disfrutar.;;;cacao, manzana, panela, fruta tropical, caramelo;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/san-gabriel-250_f11fd980-0874-4948-8f92-2b04cc60d1e5.jpg?crop=center&height=300&v=1760527365&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-san-gabriel
HOLA-colombia-aji-natural;Arábica;Hola Coffee;Colombia;Bourbon;Colombia - Javier Alvear Ají (Natural);Colombia - Javier Alvear Ají (Natural) (Hola Coffee) trae un perfil que recuerda a panela y cacao. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Dulzor clásico y redondo, muy fácil de disfrutar.;;;panela, cuerpo, equilibrio, fruta madura, manzana;grano;si;Medio;natural;;media;10;8;8;8;10;6;10;60;;https://hola.coffee/cdn/shop/files/AJI-NATURAL-250.jpg?crop=center&height=300&v=1732549208&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-aji-natural
HOLA-colombia-las-flores-chiroso;Arábica;Hola Coffee;Colombia;Chiroso;Colombia - Las Flores Chiroso;Colombia - Las Flores Chiroso (Hola Coffee) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. De los que ganan puntos a medida que se enfría la taza.;;;taza limpia, definido, fruta tropical, brillante, cacao;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/flores-chiroso_e457ff24-fde2-4b6e-a67a-fbae65ce1800.jpg?crop=center&height=300&v=1762438170&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-las-flores-chiroso
HOLA-colombia-las-flores-red-bourbon;Arábica;Hola Coffee;Colombia;Bourbon;Colombia - Las Flores Red Bourbon;Colombia - Las Flores Red Bourbon (Hola Coffee) trae un perfil que recuerda a equilibrio dulce y limpio. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un café que despierta sin gritar: energía con buen gusto. Dulzor clásico y redondo, muy fácil de disfrutar.;;;fruta tropical, panela, brillante, definido, caramelo;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/FLORES-RED-BOURBON-001.jpg?crop=center&height=300&v=1766058956&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-las-flores-red-bourbon
HOLA-colombia-el-diviso-ombligon;Arábica;Hola Coffee;Colombia;Ombligón;Colombia - El Diviso Ombligón;Colombia - El Diviso Ombligón (Hola Coffee) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto. De los que ganan puntos a medida que se enfría la taza.;;;brillante, taza limpia, definido, fruta tropical, caramelo;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/Ombligon_840d3c83-7ba6-4640-99c6-b61dab4c30c8.jpg?crop=center&height=300&v=1737705023&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-el-diviso-ombligon
HOLA-lucero-blend-capsulas-compostables;Mezcla;Hola Coffee; Colombia;Caturra, Tabi, Castillo;Cápsulas compostables - Lucero Blend;Cápsulas compostables - Lucero Blend (Hola Coffee) trae un perfil que recuerda a panela y cacao. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Todo el sabor, cero complicaciones: pulsas y listo. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. De los que ganan puntos a medida que se enfría la taza.;;;tostado, taza limpia, cuerpo, definido, cacao;capsula;si;medio;Natural, Lavado;;media;6;6;6;6;6;6;6;42;;https://hola.coffee/cdn/shop/files/test-capsulas_2d98202e-f614-4e6e-b6bf-a5508d597757.jpg?crop=center&height=300&v=1725617254&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/lucero-blend-capsulas-compostables
HOLA-descafeinado-colombia-no-molestar;Arábica;Hola Coffee;Colombia;;Descafeinado Colombia - No molestar;Descafeinado Colombia - No molestar (Hola Coffee) trae un perfil que recuerda a caramelo y fruta madura. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Ideal para tarde-noche: sabor de verdad sin el empujón de la cafeína.;;;caramelo, panela, cacao, definido, suave;grano;no;medio;Lavado (descafeinado con caña de azúcar / ethyl acetate);;media;6;8;8;10;8;10;8;58;;https://hola.coffee/cdn/shop/files/DECAF-250.jpg?crop=center&height=300&v=1732549605&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/descafeinado-colombia-no-molestar
HOLA-siesta-blend;Mezcla;Hola Coffee; Colombia;Caturra, Tabi, Castillo;Semi descafeinado - Siesta Half Caff;Semi descafeinado - Siesta Half Caff (Hola Coffee) trae un perfil que recuerda a panela y cacao. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un descafeinado pensado para que no eches nada de menos. De los que ganan puntos a medida que se enfría la taza.;;;dulzor, manzana, cacao, fruta tropical, equilibrio;grano;no;medio;lavado;;media;6;8;8;10;8;10;8;58;;https://hola.coffee/cdn/shop/files/SIESTA-250.jpg?crop=center&height=300&v=1732549633&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/siesta-blend
HOLA-blend-bundle;Mezcla;Hola Coffee; Colombia;Caturra, Tabi, Castillo;Blend pack - Lucero & San Isidro;Blend pack - Lucero & San Isidro (Hola Coffee) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Un café que despierta sin gritar: energía con buen gusto. De los que ganan puntos a medida que se enfría la taza.;;;cacao, manzana, dulzor, taza limpia, caramelo;grano;si;medio;lavado;;media;8;8;10;10;8;10;8;62;;https://hola.coffee/cdn/shop/files/blend-bundle_654bd4fa-90a4-468f-b9b8-ed886883c022.jpg?crop=center&height=300&v=1758873459&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/blend-bundle
HOLA-colombia-el-diviso-bourbon-sidra;Arábica;Hola Coffee;Colombia;Bourbon;Colombia - El Diviso Bourbon Sidra;Colombia - El Diviso Bourbon Sidra (Hola Coffee) trae un perfil que recuerda a caramelo y fruta madura. Su proceso natural lo hace especialmente expresivo y mantiene un carácter luminoso y aromático, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. Dulzor clásico y redondo, muy fácil de disfrutar.;;;caramelo, fruta madura, manzana, cítrico, cacao;grano;si;ligero;natural;;media;10;8;8;10;8;6;10;60;;https://hola.coffee/cdn/shop/files/diviso-bourbon-sidra_8023668d-90d6-4154-a6f0-e77c8e77968e.jpg?crop=center&height=300&v=1762248644&width=300;https://hola.coffee/collections/cafe-en-grano-o-molido/products/colombia-el-diviso-bourbon-sidra
ROS-BRUMA;Arábica;ROS Coffee;Nicaragua;Catuaí, Caturra;Bruma;Bruma (ROS Coffee) trae un perfil que recuerda a una taza versátil y disfrutona. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;frutos secos, dulzor, fruta madura, brillante, caramelo;grano;si;Medio;lavado, natural;;media;10;8;10;10;10;8;10;66;;https://roscoffee.es/cdn/shop/files/ChatGPTImageDec11_2025_01_05_23PM.png?v=1765454896&width=1024;https://roscoffee.es/products/bruma
ROS-EMPERADOR;Arábica;ROS Coffee;Nicaragua;Maracaturra;Emperador;Emperador (ROS Coffee) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Hecho para empezar el día con una sonrisa (y una taza sólida). Con una selección cuidada que se nota en aroma y final.;;;equilibrado, aroma amable, dulzor, definido, brillante;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://roscoffee.es/cdn/shop/files/ChatGPT_Image_Dec_11_2025_01_05_12_PM.png?v=1765454785&width=1024;https://roscoffee.es/products/emperador
ROS-LUZ;Arábica;ROS Coffee;Nicaragua;Catuaí;Luz;Luz (ROS Coffee) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un café que despierta sin gritar: energía con buen gusto. Con una selección cuidada que se nota en aroma y final.;;;equilibrado, frutos secos, equilibrio, definido, taza limpia;grano;si;Medio;lavado;;media;8;8;10;10;8;10;8;62;;https://roscoffee.es/cdn/shop/files/ChatGPTImageDec11_2025_01_05_16PM.png?v=1765454928&width=1024;https://roscoffee.es/products/luz
ROS-ORO;Arábica;ROS Coffee;Nicaragua;Maracaturra;Oro;Oro (ROS Coffee) trae un perfil que recuerda a equilibrio y sabor fácil. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. De los que ganan puntos a medida que se enfría la taza.;;;fruta madura, equilibrado, equilibrio, dulzor, cuerpo;grano;si;Medio;natural;;media;10;8;8;8;10;6;10;60;;https://roscoffee.es/cdn/shop/files/ChatGPT_Image_Dec_11_2025_01_05_19_PM.png?v=1765454856&width=1024;https://roscoffee.es/products/oro
INE-familia-rosales;Arábica;Ineffable Coffee;Nicaragua;Marsellesa;Familia Rosales;Familia Rosales (Ineffable Coffee) trae un perfil que recuerda a perfil redondo y amable. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;equilibrio, cacao, caramelo, taza limpia, aroma amable;grano;si;Medio;Lavado;;media;8;8;10;10;8;10;8;62;;https://ineffablecoffee.com/cdn/shop/files/familia-rosales-cafe-de-nicaragua-grupo-de-paquetes.webp?v=1761750597&width=1300;https://ineffablecoffee.com/products/familia-rosales
INE-danche-hydro-honey;Arábica;Ineffable Coffee;Etiopía;Heirloom;Danche Hydro Honey;Danche Hydro Honey (Ineffable Coffee) trae un perfil que recuerda a jazmín y cítricos. Su proceso honey lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;melaza, equilibrio, jazmín, dulzor, miel;grano;si;Medio;Honey;;media;10;8;8;10;10;8;10;64;;https://ineffablecoffee.com/cdn/shop/files/danche-hydro-honey-cafe-de-etiopia-grupo-de-paquetes.webp?v=1762355458&width=1300;https://ineffablecoffee.com/products/danche-hydro-honey
INE-andres-torres-geisha;Arábica;Ineffable Coffee;Perú;Geisha;Andrés Torres Gesha;Andrés Torres Gesha (Ineffable Coffee) trae un perfil que recuerda a una taza versátil y disfrutona. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un café que despierta sin gritar: energía con buen gusto. Si te van los perfiles finos y florales, este va directo a tu lista de favoritos.;;;aroma amable, cacao, floral, dulzor, cuerpo;grano;si;Medio;natural;;media;10;8;8;8;10;6;10;60;;https://ineffablecoffee.com/cdn/shop/files/andres-torres-gesha-cafe-de-peru-grupo-de-paquetes.webp?v=1763026550&width=1300;https://ineffablecoffee.com/products/andres-torres-gesha
INE-gigante-escarlata;Arábica;Ineffable Coffee;Colombia;Castillo;Gigante Escarlata;Gigante Escarlata (Ineffable Coffee) trae un perfil que recuerda a panela y cacao. Su proceso honey lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. De los que ganan puntos a medida que se enfría la taza.;;;melaza, manzana, fruta tropical, caramelo, miel;grano;si;Medio;Honey;;media;10;8;8;8;10;8;10;62;;https://ineffablecoffee.com/cdn/shop/files/gigante-escarlata-cafe-de-colombia-grupo-de-paquetes.webp?v=1763569418&width=1300;https://ineffablecoffee.com/products/gigante-escarlata
INE-descafeinado-swiss-water;Arábica;Ineffable Coffee;México;Mixed;Café descafeinado Swiss Water;Café descafeinado Swiss Water (Ineffable Coffee) trae un perfil que recuerda a una taza versátil y disfrutona. Su descafeinado respetuoso lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un descafeinado pensado para que no eches nada de menos. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;equilibrado, frutos secos, cacao, suave, aroma amable;grano;no;Medio;Swiss Water Decaf;;media;6;8;6;8;8;8;8;52;;https://ineffablecoffee.com/cdn/shop/files/ineffablecoffee-cafe-decaf-mexico-swiss-water-grupo.jpg?v=1751369500&width=1000;https://ineffablecoffee.com/products/cafe-descafeinado-swiss-water
INE-kirura-ab;Arábica;Ineffable Coffee;Kenia;SL28, SL34;Kirura AB;Kirura AB (Ineffable Coffee) trae un perfil que recuerda a pomelo y mora. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Perfil vibrante y jugoso: muy de ‘wow’ en taza.;;;acidez brillante, pomelo, equilibrio, flor blanca, definido;grano;si;Medio;Lavado;;media;10;8;10;10;8;10;8;64;;https://ineffablecoffee.com/cdn/shop/files/kirura-ab-cafe-de-kenia-grupo-de-paquetes.webp?v=1764169727&width=1300;https://ineffablecoffee.com/products/kirura-ab
INE-haile-gebre;Arábica;Ineffable Coffee;Etiopía;Heirloom;Haile Gebre;Haile Gebre (Ineffable Coffee) trae un perfil que recuerda a bergamota y flores. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;bergamota, cítrico, té, dulzor, brillante;grano;si;Medio;Lavado;;media;10;8;10;10;8;10;8;64;;https://ineffablecoffee.com/cdn/shop/files/haile-gebre-cafe-de-etiopia-grupo-de-paquetes.webp?v=1764774038&width=1300;https://ineffablecoffee.com/products/haile-gebre
INE-las-brisas;Arábica;Ineffable Coffee;Guatemala;Pache, Catuaí;Las Brisas;Las Brisas (Ineffable Coffee) trae un perfil que recuerda a chocolate y especias suaves. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Hecho para empezar el día con una sonrisa (y una taza sólida). Con una selección cuidada que se nota en aroma y final.;;;naranja, dulzor, toffee, definido, frutos secos;grano;si;Medio;Lavado;;media;8;8;10;10;8;10;8;62;;https://ineffablecoffee.com/cdn/shop/files/las-brisas-cafe-de-guatemala-grupo-de-paquetes.webp?v=1765379680&width=1300;https://ineffablecoffee.com/products/las-brisas-guatemala-lavado
INE-nestor-lasso-ombligon-thermal-shock;Arábica;Ineffable Coffee;Colombia;Ombligon;Nestor Lasso Ombligon Thermal Shock;Nestor Lasso Ombligon Thermal Shock (Ineffable Coffee) trae un perfil que recuerda a panela y cacao. Su fermentación anaeróbica lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Si te gustan las tazas aromáticas y con matiz, aquí hay diversión. Un café que despierta sin gritar: energía con buen gusto. De los que ganan puntos a medida que se enfría la taza.;;;manzana, vino, equilibrio, fruta madura, cuerpo;grano;si;Medio;anaeróbica, Thermal Shock, Natural;;media;10;10;10;8;10;6;10;64;;https://ineffablecoffee.com/cdn/shop/files/nestor-lasso-ombligon-cafe-de-colombia.webp?v=1765452291&width=1300;https://ineffablecoffee.com/products/nestor-lasso-ombligon-thermal-shock
INE-bookkisa;Arábica;Ineffable Coffee;Etiopía;Gibirinna, Serto;Bookkisa;Bookkisa (Ineffable Coffee) trae un perfil que recuerda a bergamota y flores. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Hecho para empezar el día con una sonrisa (y una taza sólida). Con una selección cuidada que se nota en aroma y final.;;;cítrico, té, melocotón, bergamota, equilibrio;grano;si;Medio;Natural;;media;10;8;8;10;10;6;10;62;;https://ineffablecoffee.com/cdn/shop/files/bookkisa-cafe-de-etiopia-grupo-de-paquetes.webp?v=1765908031&width=1300;https://ineffablecoffee.com/products/bookkisa
INE-sitio-amoreira;Arábica;Ineffable Coffee;Brasil;Catuaí;Sitio Amoreira;Sitio Amoreira (Ineffable Coffee) trae un perfil que recuerda a cacao y avellana. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;equilibrio, nuez, chocolate con leche, cuerpo, dulzor;grano;si;Medio;Natural;;media;10;8;8;6;10;6;10;58;;https://ineffablecoffee.com/cdn/shop/files/sitio-amoreira-cafe-de-brasil-grupo-de-paquetes.webp?v=1765909189&width=1300;https://ineffablecoffee.com/products/sitio-amoreira
INE-romario-umana;Arábica;Ineffable Coffee;Costa Rica;Catuaí;Romario Umaña;Romario Umaña (Ineffable Coffee) trae un perfil que recuerda a cítrico elegante y miel. Su proceso natural lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Hecho para empezar el día con una sonrisa (y una taza sólida). Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;miel, cítrico, equilibrio, dulzor, cuerpo;grano;si;Medio;Natural;;media;10;8;8;8;10;6;10;60;;https://ineffablecoffee.com/cdn/shop/files/romario-umana-cafe-de-especialidad-de-costa-rica-grupo-de-paquetes.webp?v=1766740265&width=1300;https://ineffablecoffee.com/products/romario-umana
INE-sasaba;Arábica;Ineffable Coffee;Etiopía;Heirloom;Sasaba;Sasaba (Ineffable Coffee) trae un perfil que recuerda a fruta de hueso y té. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. Con una selección cuidada que se nota en aroma y final.;;;taza limpia, té, equilibrio, definido, jazmín;grano;si;Medio;Lavado;;media;10;8;10;10;8;10;8;64;;https://ineffablecoffee.com/cdn/shop/files/sasaba-cafe-de-etiopia-grupo-de-paquetes.webp?v=1767109527&width=1300;https://ineffablecoffee.com/products/sasaba
INE-providencia-de-geshua;Arábica;Ineffable Coffee;Colombia;Caturra;Providencia de Geshua;Providencia de Geshua (Ineffable Coffee) trae un perfil que recuerda a caramelo y fruta madura. Su proceso lavado lo hace especialmente expresivo y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Va genial solo, pero también brilla con leche si buscas algo más goloso. Un café que despierta sin gritar: energía con buen gusto. Un origen y selección pensados para que cada sorbo tenga algo que contar.;;;cacao, taza limpia, manzana, dulzor, caramelo;grano;si;Medio;Lavado;;media;8;8;10;10;8;10;8;62;;https://ineffablecoffee.com/cdn/shop/files/providencia-de-geshua-grupo-de-paquetes.webp?v=1767859492&width=1300;https://ineffablecoffee.com/products/providencia-de-geshua
CG-blend-bra-col-eth-floco;Mezcla;FLOCO COFFEE ROASTERS;Brasil, Colombia, Etiopía;;Blend;Blend (FLOCO COFFEE ROASTERS) trae un perfil que recuerda a jazmín y cítricos. y mantiene un carácter equilibrado y versátil, con un final limpio y apetecible. Perfecto para el ritual diario: consistente, rico y sin sorpresas raras. Hecho para empezar el día con una sonrisa (y una taza sólida).;;;equilibrio, cítrico, brillante, definido, dulzor;grano;si;medio;Natural - Lavado;;media;10;8;10;8;10;8;10;64;;https://cafegourmet.es/1277-home_default/blend-brazil-colombia-ethiopia-floco.jpg;https://cafegourmet.es/en/blend/blend-brazil-colombia-ethiopia-floco.html
CG-bra04-floco;Arábica;FLOCO COFFEE ROASTERS;Brasil;Mundo Novo;Los Montes;Los Montes (FLOCO COFFEE ROASTERS) trae un perfil que recuerda a cacao y avellana. Su proceso natural lo hace especialmente expresivo y mantiene un carácter más cremoso y goloso, con un final limpio y apetecible. Ideal para cuando quieres una taza con personalidad sin complicarte. Si lo tuyo es el ritual diario, aquí hay combustible de calidad. Con una selección cuidada que se nota en aroma y final.;;;dulzor, chocolate con leche, cacao, cuerpo, caramelo;grano;si;medio-oscuro;natural;;media;10;8;8;4;10;6;10;56;;https://cafegourmet.es/1275-large_default/los-montes-brasil.jpg;https://cafegourmet.es/en/omni-roast/los-montes-brasil.html
